pair_id,article_id,outlet_id,outlet,date,category,target_uid,target_full_name,target_group,target_bloc,role_bucket,match_type,rank,role(source/patient/agent),label(pos/neg/neu),held_seat,gov_tenure,surname_misattrib,disambig_drop,in_analysis,frame_conflict,frame_human_interest,frame_economic,frame_morality,frame_responsibility,dominant
4579845::PA717161,4579845,18,20 Minutes,2026-05-06,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,1.4788202215758164e+19,agent,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4580400::PA722190,4580400,18,20 Minutes,2026-05-07,Politique,PA722190,Gabriel Attal,EPR,centre,plain,surname_only,5.722346503247732e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
4581090::PA719930,4581090,18,20 Minutes,2026-05-08,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,5.86691010800466e+18,agent,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4581285::PA720614,4581285,18,20 Minutes,2026-05-08,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,full_name,1.0579441298299466e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4582128::PA793444,4582128,18,20 Minutes,2026-05-10,Économie,PA793444,Manuel Bompard,LFI-NFP,left,plain,surname_only,5.689099105005091e+17,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
4582909::PA791812,4582909,18,20 Minutes,2026-05-11,Politique,PA791812,Sophia Chikirou,LFI-NFP,left,plain,full_name,8.704794684262999e+18,patient,neg,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4583052::PA719930,4583052,18,20 Minutes,2026-05-11,Politique,PA719930,Boris Vallaud,SOC,left,source_like,full_name,2.4065028552186844e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4583052::PA609332,4583052,18,20 Minutes,2026-05-11,Politique,PA609332,Olivier Faure,SOC,left,source_like,full_name,1.0574388803869872e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4583361::PA791812,4583361,18,20 Minutes,2026-05-12,Politique,PA791812,Sophia Chikirou,LFI-NFP,left,source_like,full_name,1.809808379618297e+18,patient,neg,True,False,False,False,True,1.0,1.0,0.0,1.0,0.0,conflict
4583555::PA330240,4583555,18,20 Minutes,2026-05-12,Politique,PA330240,Éric Ciotti,UDDPLR,right,plain,full_name,1.137409324066111e+19,agent,pos,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4583808::PA722190,4583808,18,20 Minutes,2026-05-12,Culture & Loisirs,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.8137661364188844e+19,patient,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4583884::PA722142,4583884,18,20 Minutes,2026-05-12,Politique,PA722142,François Ruffin,ECOS,left,plain,full_name,3.458256011728738e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4583918::PA267285,4583918,18,20 Minutes,2026-05-12,Politique,PA267285,Laurent Wauquiez,DR,right,source_like,full_name,4.325674083324532e+17,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
4584567::PA720614,4584567,18,20 Minutes,2026-05-13,Politique,PA720614,Marine Le Pen,RN,far_right,patient_like,full_name,1.8880120178630226e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
4584758::PA722190,4584758,18,20 Minutes,2026-05-13,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,5.249861398900069e+18,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
4585200::PA841207,4585200,18,20 Minutes,2026-05-14,Politique,PA841207,Charles Alloncle,UDDPLR,right,plain,full_name,1.3269836177847624e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4585286::PA330240,4585286,18,20 Minutes,2026-05-14,Politique,PA330240,Éric Ciotti,UDDPLR,right,plain,full_name,3.837847322331366e+17,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4585492::PA717161,4585492,18,20 Minutes,2026-05-15,Politique,PA717161,Élisabeth Borne,EPR,centre,source_like,full_name,8.968373928037455e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
4586005::PA722190,4586005,18,20 Minutes,2026-05-16,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.1244848767083358e+19,patient,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4588967::PA721764,4588967,18,20 Minutes,2026-05-20,Société,PA721764,Olivia Grégoire,EPR,centre,plain,surname_only,6.15237483010749e+18,source,neg,True,False,False,False,True,0.0,0.0,0.0,1.0,1.0,responsibility
4589006::PA722142,4589006,18,20 Minutes,2026-05-20,Politique,PA722142,François Ruffin,ECOS,left,patient_like,full_name,1.012028090699322e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,1.0,1.0,conflict
4589504::PA722190,4589504,18,20 Minutes,2026-05-21,Culture & Loisirs,PA722190,Gabriel Attal,EPR,centre,plain,full_name,6.205878944764482e+18,patient,neu,True,False,False,False,True,1.0,1.0,0.0,0.0,0.0,conflict
4589972::PA795076,4589972,18,20 Minutes,2026-05-21,Société,PA795076,Sandrine Rousseau,ECOS,left,plain,full_name,7.397733706318508e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,morality
4590522::PA841207,4590522,18,20 Minutes,2026-05-22,Politique,PA841207,Charles Alloncle,UDDPLR,right,plain,full_name,2.118929798671042e+17,patient,neg,True,False,False,False,True,0.0,1.0,0.0,1.0,1.0,human_interest
4590805::PA720614,4590805,18,20 Minutes,2026-05-22,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,4.965134475579247e+18,agent,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4590811::PA722190,4590811,18,20 Minutes,2026-05-22,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,7.409071290664459e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
4591447::PA722190,4591447,18,20 Minutes,2026-05-23,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,4.3406084768347334e+17,patient,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4591773::PA722190,4591773,18,20 Minutes,2026-05-24,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.8392111173728154e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4592416::PA722190,4592416,18,20 Minutes,2026-05-25,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,3.781780389454287e+17,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4592513::PA266808,4592513,18,20 Minutes,2026-05-26,Politique,PA266808,Vincent Rolland,DR,right,plain,surname_only,6.161915802424446e+18,patient,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
4592853::PA722190,4592853,18,20 Minutes,2026-05-26,Politique,PA722190,Gabriel Attal,EPR,centre,source_like,surname_only,5.248565690036728e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4594224::PA841207,4594224,18,20 Minutes,2026-05-28,Société,PA841207,Charles Alloncle,UDDPLR,right,plain,full_name,1.112944828656868e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
4595414::PA722190,4595414,18,20 Minutes,2026-05-30,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,8.727787937542135e+18,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
4595892::PA795310,4595892,18,20 Minutes,2026-05-31,Sport,PA795310,Clémence Guetté,LFI-NFP,left,plain,full_name,5.27582939377933e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4596170::PA722190,4596170,18,20 Minutes,2026-06-01,Politique,PA722190,Gabriel Attal,EPR,centre,plain,surname_only,5.781002570786555e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4596459::PA330240,4596459,18,20 Minutes,2026-06-01,Sport,PA330240,Éric Ciotti,UDDPLR,right,patient_like,surname_only,1.0467751031186678e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4596681::PA721764,4596681,18,20 Minutes,2026-06-01,Sport,PA721764,Olivia Grégoire,EPR,centre,patient_like,surname_only,1.7978031177373479e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,1.0,1.0,conflict
4596945::PA267285,4596945,18,20 Minutes,2026-06-02,Politique,PA267285,Laurent Wauquiez,DR,right,source_like,surname_only,2.0352976020097836e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,human_interest
4598339::PA722190,4598339,18,20 Minutes,2026-06-04,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.2722727578030293e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4600554::PA791812,4600554,18,20 Minutes,2026-06-08,Politique,PA791812,Sophia Chikirou,LFI-NFP,left,patient_like,full_name,1.6669298511204538e+19,patient,neg,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4601127::PA793464,4601127,18,20 Minutes,2026-06-09,Politique,PA793464,Sébastien Delogu,LFI-NFP,left,patient_like,full_name,4.7132647276167136e+17,patient,neg,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
4782804::PA793464,4782804,18,20 Minutes,2026-06-09,Politique,PA793464,Sébastien Delogu,LFI-NFP,left,plain,full_name,7.659527247929539e+18,patient,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
4890726::PA791812,4890726,18,20 Minutes,2026-06-11,Politique,PA791812,Sophia Chikirou,LFI-NFP,left,plain,surname_only,1.3428093320409549e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,responsibility
4890803::PA1654,4890803,18,20 Minutes,2026-06-11,Politique,PA1654,François Hollande,SOC,left,plain,full_name,1.4887148590696403e+19,patient,neg,True,False,False,False,True,1.0,1.0,0.0,1.0,0.0,human_interest
4909199::PA720614,4909199,18,20 Minutes,2026-06-12,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,surname_only,2.267999302914961e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
4919642::PA721908,4919642,18,20 Minutes,2026-06-13,Politique,PA721908,Yaël Braun-Pivet,EPR,centre,plain,surname_only,2.409757210493288e+18,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
4925973::PA330240,4925973,18,20 Minutes,2026-06-16,Politique,PA330240,Éric Ciotti,UDDPLR,right,source_like,full_name,1.7201631391073968e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
5000614::PA722190,5000614,18,20 Minutes,2026-06-17,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.397341076502034e+19,agent,pos,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
5002285::PA267285,5002285,18,20 Minutes,2026-06-18,Politique,PA267285,Laurent Wauquiez,DR,right,plain,surname_only,1.0268224516546683e+19,patient,neg,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
5046029::PA721908,5046029,18,20 Minutes,2026-06-23,Politique,PA721908,Yaël Braun-Pivet,EPR,centre,plain,full_name,6.765957002912873e+17,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
5047498::PA609332,5047498,18,20 Minutes,2026-06-24,Politique,PA609332,Olivier Faure,SOC,left,source_like,full_name,1.7341164185508012e+19,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,responsibility
167632::PA717161,167632,19,Le Parisien,2024-12-31,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,3.8232140367624044e+18,agent,neu,True,True,False,False,True,0.0,0.0,0.0,0.0,0.0,none
168697::PA717161,168697,19,Le Parisien,2024-12-31,Société,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,1.3234852698253863e+19,source,neu,True,True,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
171142::PA717161,171142,19,Le Parisien,2024-12-26,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,1.3546893079328131e+19,agent,neu,True,True,False,False,True,0.0,0.0,0.0,0.0,0.0,none
174041::PA717161,174041,19,Le Parisien,2024-12-23,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,1.8764502671191017e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
174403::PA720614,174403,19,Le Parisien,2024-12-23,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.7056851179712883e+17,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
174659::PA794038,174659,19,Le Parisien,2024-12-24,Politique,PA794038,Yannick Neuder,DR,right,plain,surname_only,1.5273784940244984e+19,agent,neu,True,True,False,False,True,0.0,0.0,0.0,0.0,0.0,none
175236::PA795318,175236,19,Le Parisien,2024-12-24,Politique,PA795318,Louis Boyard,LFI-NFP,left,plain,full_name,1.454009728015657e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
175994::PA267285,175994,19,Le Parisien,2024-12-24,Politique,PA267285,Laurent Wauquiez,DR,right,patient_like,full_name,1.2368650656468367e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
179920::PA722162,179920,19,Le Parisien,2024-12-18,Politique,PA722162,Nicolas Turquois,DEM,centre,plain,full_name,2.4912154407333263e+18,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
199143::PA1654,199143,19,Le Parisien,2024-12-11,Politique,PA1654,François Hollande,SOC,left,plain,full_name,1.5330611936764103e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
204590::PA267285,204590,19,Le Parisien,2024-12-07,Politique,PA267285,Laurent Wauquiez,DR,right,plain,surname_only,1.2613492359518953e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
204652::PA1654,204652,19,Le Parisien,2024-12-06,Politique,PA1654,François Hollande,SOC,left,plain,surname_only,4.716189282200747e+18,agent,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
208146::PA720614,208146,19,Le Parisien,2024-12-02,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.1373949891824328e+18,agent,pos,True,False,False,False,True,1.0,1.0,0.0,0.0,0.0,conflict
210202::PA721908,210202,19,Le Parisien,2024-12-01,Politique,PA721908,Yaël Braun-Pivet,EPR,centre,source_like,surname_only,3.3713012511848684e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
210604::PA609332,210604,19,Le Parisien,2024-12-02,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,1.5788246756822206e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
211648::PA720614,211648,19,Le Parisien,2024-12-02,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,surname_only,1.1270588514677178e+19,source,neu,True,False,False,False,True,1.0,0.0,1.0,1.0,0.0,conflict
215093::PA793624,215093,19,Le Parisien,2024-11-27,Société,PA793624,Philippe Brun,SOC,left,plain,full_name,5.750487089894205e+18,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
219393::PA796062,219393,19,Le Parisien,2024-11-20,Politique,PA796062,Thomas Portes,LFI-NFP,left,plain,full_name,7.498966608593801e+18,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
220482::PA717161,220482,19,Le Parisien,2024-11-19,Politique,PA717161,Élisabeth Borne,EPR,centre,source_like,surname_only,3.2325143364105426e+18,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
221487::PA717161,221487,19,Le Parisien,2024-11-19,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,1.091722161464019e+19,patient,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
223791::PA720038,223791,19,Le Parisien,2024-11-18,Politique,PA720038,Sandrine Josso,DEM,centre,plain,full_name,4.047276300125731e+16,agent,neu,True,True,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
224876::PA722190,224876,19,Le Parisien,2024-11-18,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,7.179815844348046e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
225779::PA794130,225779,19,Le Parisien,2024-11-15,Politique,PA794130,Andy Kerbrat,LFI-NFP,left,patient_like,full_name,1.33930978370463e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,1.0,1.0,conflict
241721::PA795318,241721,19,Le Parisien,2024-11-01,Sport,PA795318,Louis Boyard,LFI-NFP,left,source_like,full_name,2.0032644282057106e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
244480::PA795466,244480,19,Le Parisien,2024-10-24,Politique,PA795466,Ersilia Soudais,LFI-NFP,left,plain,full_name,4.0577992311407037e+18,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
244812::PA796090,244812,19,Le Parisien,2024-10-24,Politique,PA796090,Aymeric Caron,LFI-NFP,left,source_like,full_name,2.2578704747622336e+18,agent,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
246554::PA722190,246554,19,Le Parisien,2024-10-21,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,5.632210957552587e+18,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
315968::PA330240,315968,19,Le Parisien,2024-10-14,Politique,PA330240,Éric Ciotti,UDDPLR,right,plain,surname_only,5.090351309274116e+18,patient,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
316547::PA722190,316547,19,Le Parisien,2024-10-09,Politique,PA722190,Gabriel Attal,EPR,centre,plain,surname_only,1.5147475151795122e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
316547::PA267285,316547,19,Le Parisien,2024-10-09,Politique,PA267285,Laurent Wauquiez,DR,right,plain,surname_only,7.372965537834222e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
316808::PA267285,316808,19,Le Parisien,2024-10-08,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,1.4697747003625361e+19,agent,neg,True,False,False,False,True,1.0,0.0,0.0,1.0,0.0,conflict
317220::PA795920,317220,19,Le Parisien,2024-10-10,Politique,PA795920,Prisca Thevenot,EPR,centre,plain,full_name,8.503473136315643e+18,patient,neg,True,False,False,False,True,1.0,1.0,1.0,0.0,1.0,conflict
317430::PA1654,317430,19,Le Parisien,2024-10-08,Politique,PA1654,François Hollande,SOC,left,plain,full_name,8.426168341870182e+17,agent,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
317430::PA609332,317430,19,Le Parisien,2024-10-08,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,9.941006224610847e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
352625::PA720614,352625,19,Le Parisien,2024-10-22,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,full_name,1.2697024294460359e+19,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
352946::PA721202,352946,19,Le Parisien,2024-10-21,Politique,PA721202,Éric Coquerel,LFI-NFP,left,plain,surname_only,4.521656821090493e+18,agent,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,conflict
352946::PA795778,352946,19,Le Parisien,2024-10-21,Politique,PA795778,Jean-Philippe Tanguy,RN,far_right,plain,surname_ambiguous,1.1503547073132771e+17,agent,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,conflict
352946::PA942,352946,19,Le Parisien,2024-10-21,Politique,PA942,Charles de Courson,LIOT,centre,plain,surname_only,1.3955655336029028e+19,agent,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,conflict
352990::PA720614,352990,19,Le Parisien,2024-10-15,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.3544745051356504e+19,patient,neu,True,False,False,False,True,1.0,1.0,0.0,0.0,0.0,conflict
353048::PA720614,353048,19,Le Parisien,2024-10-14,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,7.86803130863787e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
353190::PA1654,353190,19,Le Parisien,2024-10-07,Politique,PA1654,François Hollande,SOC,left,plain,surname_only,4.546825099427133e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
353269::PA722190,353269,19,Le Parisien,2024-10-06,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.578586456743011e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
353352::PA720614,353352,19,Le Parisien,2024-10-06,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.4308420347305419e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
353409::PA722190,353409,19,Le Parisien,2024-10-06,Politique,PA722190,Gabriel Attal,EPR,centre,plain,surname_only,8.044016844596078e+18,agent,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
353465::PA721024,353465,19,Le Parisien,2024-10-06,Politique,PA721024,Anne Genetet,EPR,centre,plain,full_name,1.535342669235394e+19,source,neu,True,True,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
353496::PA720614,353496,19,Le Parisien,2024-10-06,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,7.521757537486414e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1460446::PA720614,1460446,19,Le Parisien,2024-12-31,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.5208400073193984e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1460679::PA717161,1460679,19,Le Parisien,2024-12-30,Société,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,6.677427999891248e+16,agent,neg,True,True,False,False,True,1.0,0.0,0.0,1.0,0.0,morality
1461307::PA793624,1461307,19,Le Parisien,2024-12-27,Politique,PA793624,Philippe Brun,SOC,left,plain,full_name,1.4710883120050403e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1461307::PA609332,1461307,19,Le Parisien,2024-12-27,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,1.4032008431277814e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1461645::PA717161,1461645,19,Le Parisien,2024-12-24,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,surname_only,1.1620842428711225e+19,agent,neu,True,True,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1461709::PA720614,1461709,19,Le Parisien,2024-12-24,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,full_name,4.308452047555391e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1461741::PA609332,1461741,19,Le Parisien,2024-12-24,Politique,PA609332,Olivier Faure,SOC,left,source_like,full_name,1.281699042173665e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1461786::PA717161,1461786,19,Le Parisien,2024-12-24,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,surname_only,1.1333018532331231e+19,agent,neu,True,True,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1461804::PA605782,1461804,19,Le Parisien,2024-12-26,Politique,PA605782,Laurent Marcangeli,HOR,centre_right,plain,full_name,1.8095491919715037e+19,agent,neu,True,True,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1461823::PA842279,1461823,19,Le Parisien,2024-12-26,Politique,PA842279,Anchya Bamana,RN,far_right,source_like,full_name,6.542032837498941e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1461898::PA717161,1461898,19,Le Parisien,2024-12-23,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,full_name,1.1704910676183407e+19,patient,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,none
1461918::PA717161,1461918,19,Le Parisien,2024-12-23,Politique,PA717161,Élisabeth Borne,EPR,centre,plain,surname_only,2.838763554066205e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1462026::PA796078,1462026,19,Le Parisien,2024-12-23,Politique,PA796078,Estelle Youssouffa,LIOT,centre,source_like,full_name,1.2154227253479653e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1462315::PA267285,1462315,19,Le Parisien,2024-12-21,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,1.264195315998197e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1462791::PA1654,1462791,19,Le Parisien,2024-12-19,Politique,PA1654,François Hollande,SOC,left,plain,full_name,1.0924594713462655e+19,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1462968::PA795552,1462968,19,Le Parisien,2024-12-18,Politique,PA795552,Julien Odoul,RN,far_right,patient_like,full_name,6.883129758707567e+18,patient,neg,True,False,False,False,True,1.0,0.0,0.0,1.0,1.0,conflict
1463010::PA842155,1463010,19,Le Parisien,2024-12-18,Politique,PA842155,Aly Diouara,LFI-NFP,left,plain,full_name,2.4093131134354324e+18,source,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1463041::PA795318,1463041,19,Le Parisien,2024-12-17,Politique,PA795318,Louis Boyard,LFI-NFP,left,source_like,full_name,1.1268095625203628e+19,agent,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
1463120::PA795722,1463120,19,Le Parisien,2024-12-17,Politique,PA795722,Karl Olive,EPR,centre,plain,full_name,9.862735427755204e+17,patient,neu,True,False,False,False,True,0.0,1.0,0.0,0.0,0.0,human_interest
1463221::PA795318,1463221,19,Le Parisien,2024-12-17,Société,PA795318,Louis Boyard,LFI-NFP,left,source_like,full_name,4.3105385939128013e+18,patient,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1463305::PA1654,1463305,19,Le Parisien,2024-12-15,Politique,PA1654,François Hollande,SOC,left,plain,full_name,2.0520732336453537e+18,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,none
1463392::PA720614,1463392,19,Le Parisien,2024-12-15,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,full_name,1.041514507479886e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,1.0,1.0,conflict
1463472::PA720614,1463472,19,Le Parisien,2024-12-15,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.380520379508822e+19,patient,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1463472::PA722190,1463472,19,Le Parisien,2024-12-15,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.2860993747622158e+19,patient,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1463472::PA609332,1463472,19,Le Parisien,2024-12-15,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,3.0915265463540654e+18,patient,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1463769::PA720614,1463769,19,Le Parisien,2024-12-16,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.4874687955771351e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
