pair_id,paraphrased_label
252714::PA719930,neu
2804486::PA722142,neu
2033727::PA330240,neu
1655591::PA720892,neu
2963315::PA722190,neu
1530478::PA721908,pos
2177027::PA720614,neg
4988044::PA720468,neu
4498869::PA793444,neu
1671839::PA720614,neg
4506753::PA330240,neg
2302757::PA794994,neu
2565350::PA720614,neg
4777531::PA793464,neu
905882::PA720614,pos
2832562::PA795318,neu
4562239::PA841207,neu
2998307::PA720614,neu
2583606::PA721908,pos
4609581::PA774960,neu
1785153::PA793464,neg
1182526::PA720614,neu
2831512::PA267285,neu
2801521::PA267285,neu
2407655::PA791812,neg
1883164::PA842155,neu
4554107::PA793464,neg
4606338::PA841207,neu
4871119::PA609332,neg
23722::PA720614,neg
1610551::PA791812,neg
1697516::PA267285,neu
1740629::PA722142,neu
2355137::PA795778,neu
1941202::PA720614,neg
2615368::PA794718,neg
3130997::PA722190,neg
2350059::PA720892,neu
4557224::PA722190,neu
4717496::PA795552,neu
1915481::PA793432,pos
1658754::PA720892,neu
4676824::PA717161,pos
2101390::PA841927,neu
4436471::PA722190,neu
4569917::PA721908,neu
2194011::PA607193,neu
4376902::PA720614,neu
4618020::PA795552,neu
12909::PA720614,neu
2646065::PA721908,neu
1234947::PA796062,neu
1659790::PA267285,neg
2554544::PA721908,neu
194813::PA720614,neg
136834::PA721210,neu
1951108::PA720614,neu
1688535::PA267285,pos
2178465::PA267285,neu
2787346::PA793464,neg
4705820::PA720892,neu
1207471::PA1567,neu
2711454::PA722142,neu
4612511::PA795664,neu
98782::PA720614,neu
1737176::PA720614,pos
1777747::PA720614,neg
4375186::PA795746,neg
2595741::PA1654,neu
578578::PA791812,neu
3708454::PA720614,neu
2539923::PA720468,neu
921593::PA795552,neg
2345016::PA793444,neu
1741034::PA609332,pos
4647986::PA720614,neu
1433090::PA1654,neu
1827527::PA722190,neu
1738943::PA795076,neu
2790913::PA794130,neu
1784149::PA721908,neu
2350386::PA717379,neu
4608482::PA609332,neu
1748324::PA794598,neu
1430644::PA720614,neg
1325592::PA717161,neg
1509699::PA794354,neu
2821334::PA720614,neu
2408454::PA588884,neu
1943600::PA842105,neu
2210344::PA942,neu
1204069::PA793464,neu
3596695::PA1567,neu
2402919::PA720468,neu
1672273::PA722190,neu
4603517::PA793398,neu
1733177::PA942,pos
2552525::PA720614,neg
2562928::PA720614,neu
2349572::PA720614,neu
2524005::PA794562,neu
1528776::PA722190,neu
258057::PA842105,neu
2350443::PA720614,pos
3931549::PA722190,neg
1184183::PA720614,neu
595502::PA721764,neu
2177494::PA720614,neu
1609804::PA721908,neu
3707555::PA720614,neg
469922::PA793444,neu
2357455::PA720614,neg
3663884::PA720614,neu
2526230::PA720614,neu
589052::PA793464,neu
5043211::PA794322,neu
2030032::PA330240,pos
2771568::PA330240,pos
2358004::PA721202,neu
251827::PA720614,neu
1181431::PA722190,neg
1512229::PA721960,neu
1884288::PA1654,neu
164882::PA720838,neu
2198726::PA841207,neg
4558094::PA793444,neu
1809624::PA722142,neu
1642440::PA1654,neu
1803150::PA720614,neg
3763841::PA719930,neu
1938751::PA720892,neu
957710::PA720614,neg
2557972::PA793432,neu
2535852::PA720614,pos
595099::PA330240,neu
574200::PA736201,neu
1408577::PA720614,neu
1712002::PA791812,neu
2819358::PA720614,pos
4370794::PA722190,neu
2406999::PA717379,neu
2402243::PA720468,neu
1239426::PA722190,neu
2900018::PA330240,neu
594247::PA795466,pos
1757699::PA720614,neu
2349460::PA793928,neu
1633678::PA793464,neg
1397254::PA720614,neu
1802913::PA720614,neg
1454004::PA795318,pos
1712726::PA793464,neg
1615414::PA841395,neu
1808669::PA842105,neu
1825028::PA267285,neu
2353762::PA795310,neg
2358107::PA720468,neu
129095::PA791812,neu
2584914::PA795076,neg
588769::PA793464,neg
2567714::PA793928,neu
1350461::PA841327,neu
1067921::PA722190,neu
1782572::PA794946,neu
4491123::PA795746,neg
2842423::PA609332,neu
2407449::PA330240,pos
1860035::PA1654,neu
2657063::PA609332,pos
1941358::PA795912,neu
2801135::PA720468,neu
1229733::PA793444,neu
1821261::PA842105,neu
1481535::PA330240,pos
1677202::PA720614,neu
1674613::PA720614,neg
2623947::PA721210,neu
1908279::PA720614,neu
4553837::PA720614,neu
4561347::PA720614,neu
1624451::PA1654,neu
1508892::PA793246,neu
2646120::PA722190,neg
2588901::PA791812,neu
2720713::PA722162,neu
2703959::PA842211,neu
1755420::PA1654,neu
2359277::PA794130,neg
1685978::PA720038,neu
1899476::PA722190,pos
1741200::PA791812,neg
2354267::PA721202,neu
96596::PA720614,neu
2675154::PA330240,neu
594925::PA795746,neg
2698397::PA794322,neu
2357494::PA720614,neg
1225902::PA720614,neu
1666016::PA720614,neg
1241112::PA609332,neu
2550052::PA720614,neg
1741547::PA643089,pos
1956022::PA720614,neu
4624344::PA722190,neu
2841669::PA720614,neg
4580875::PA841207,neg
1673751::PA720614,neg
83323::PA720614,neg
1778082::PA267285,neg
1208822::PA721908,neu
1694221::PA720614,neg
4634402::PA720614,neu
4518467::PA795318,neu
1438782::PA720614,neu
432399::PA720614,neg
4576306::PA609332,neg
4718672::PA793624,neu
594824::PA720614,neu
13850::PA609332,neu
473401::PA717161,neg
104299::PA722190,neg
323579::PA609332,neg
1005597::PA720614,neu
2215446::PA721202,neu
1890239::PA720614,neu
4876131::PA791812,neg
1810248::PA720038,neu
1462968::PA795552,neg
4412614::PA330240,neu
2705119::PA720614,neu
895414::PA1654,neu
16073::PA795778,neu
1181051::PA796018,neg
1929578::PA330240,neu
4516614::PA791812,pos
1408593::PA720614,neg
2398687::PA720614,neu
2710522::PA717161,neu
1241560::PA722142,neu
4716138::PA795046,neu
1213092::PA720614,neg
1832526::PA793432,neu
4922277::PA720614,neg
4703804::PA791812,neg
2834089::PA793872,neg
1832673::PA842105,neu
4868506::PA720614,neg
1181766::PA793432,neg
2979668::PA609332,neu
919816::PA720614,neu
4374629::PA330240,neu
1823669::PA793464,neu
4878704::PA793432,pos
1664728::PA793464,neg
1749708::PA720614,neu
4557166::PA330240,neu
4477335::PA267285,neu
1760066::PA793444,neu
594404::PA793464,neg
3246344::PA796062,neg
4466062::PA720614,neu
4584744::PA793756,neu
2403272::PA795912,neu
4783855::PA722190,neg
2702078::PA720614,neu
1654160::PA720614,neu
2289170::PA794118,neu
2584271::PA942,pos
4518243::PA267285,neu
3706984::PA720614,neu
232333::PA721908,neu
1856976::PA267285,neu
3833738::PA267285,neu
4613617::PA720614,neu
594412::PA794130,neg
1181835::PA720614,neu
4613404::PA841207,neu
10489::PA267285,neu
1732989::PA841023,neu
1645892::PA795616,neu
2822563::PA720614,neg
4577706::PA793624,neu
4575047::PA720614,neg
135053::PA793464,neg
2357175::PA720614,neu
1945410::PA793464,neg
4627267::PA642988,neu
3640387::PA720614,pos
4559835::PA722190,neg
2115704::PA720614,neu
1463221::PA795318,neu
1208702::PA794718,neu
470581::PA267285,neu
588820::PA267285,neu
1327582::PA720614,neu
1780417::PA795084,pos
1212907::PA795778,neu
1822003::PA720614,neu
79771::PA720614,neg
263723::PA720614,neg
2555144::PA1654,neu
2576521::PA722142,pos
4716627::PA720614,neu
1235577::PA720468,neu
1231378::PA720614,neu
3678390::PA719930,neu
1429761::PA720614,neu
3130972::PA720614,pos
2597427::PA721202,neu
1599179::PA722190,neu
2350065::PA720614,neu
1410837::PA609332,neu
1729257::PA826635,neu
1205345::PA720614,neu
2406514::PA609332,neg
2010346::PA794598,neu
4718578::PA267285,neu
4376022::PA795746,neu
1510371::PA795318,neu
139112::PA267285,neu
2315793::PA609332,neu
2707528::PA794022,pos
2588616::PA793464,neu
1748791::PA720614,neu
1434257::PA609332,neu
167833::PA720614,neg
4922083::PA720614,neu
589733::PA720614,neg
4597017::PA330240,neg
4637429::PA720614,neu
4870480::PA720614,pos
2408789::PA720614,neu
2673404::PA721908,pos
1346331::PA795778,neu
1490121::PA722190,neu
4649545::PA1654,neu
4616639::PA720614,neg
957935::PA795310,neg
3242746::PA793432,neu
1184960::PA609332,neu
3200::PA720614,neu
17446::PA720614,neu
4920883::PA721908,neu
896405::PA717161,neu
1939147::PA720614,neu
4619091::PA795076,neu
1855955::PA720614,neg
3824095::PA720614,neu
4593906::PA842105,neg
1816644::PA720614,neu
1743385::PA720614,neu
1242211::PA720614,neu
1426407::PA793444,neu
589224::PA720614,neg
1902284::PA720614,pos
3848648::PA368,neu
1895313::PA609332,neu
4559413::PA842105,neg
1050945::PA720614,pos
1784693::PA720892,neu
4875208::PA609332,pos
2993292::PA720614,neu
1240140::PA722190,neu
1642462::PA796062,neu
4554670::PA720614,neu
2689717::PA720614,neu
4645010::PA609332,neu
2197231::PA609332,neg
4717946::PA719938,neu
1222886::PA720614,neu
4866803::PA722190,neg
1890251::PA267285,neg
471233::PA720614,neg
1828871::PA721908,neu
1693563::PA720614,neg
1694110::PA720614,neg
2008281::PA720614,neu
588807::PA330240,neu
4609178::PA822617,neg
1780977::PA720614,pos
1752222::PA721908,neu
1509839::PA717161,pos
93066::PA720614,neg
4553827::PA720362,neu
589262::PA720614,neu
174420::PA722190,neu
2913207::PA609332,neu
1741817::PA720614,pos
2694367::PA795912,neu
2197762::PA842105,neu
2355762::PA2940,neu
4634102::PA795076,neu
2533203::PA720614,neg
4444481::PA793980,neu
2811048::PA609332,neg
4566470::PA722142,neg
1895157::PA720614,neu
1184137::PA721908,neu
1228568::PA795552,neg
4512086::PA721202,neu
1733133::PA720614,neu
1784496::PA720614,neg
1639118::PA721932,neg
2345079::PA720468,neu
1459716::PA795350,neu
1706050::PA720614,pos
4609034::PA717161,neu
1656453::PA721908,neu
2356429::PA720614,neu
2843994::PA721202,neu
4494171::PA842155,pos
2347839::PA795076,neg
2026435::PA720892,neu
1940566::PA722190,neu
2354275::PA721202,neu
4867146::PA722142,neu
23815::PA720614,neg
4501852::PA330240,neu
4718299::PA720614,neg
1937666::PA720614,neu
1441410::PA720614,neg
2274152::PA720614,neu
1238912::PA842105,neg
4591277::PA330240,neg
1649764::PA720468,neu
2346220::PA793444,neu
257639::PA791812,neg
4394445::PA722190,neu
1738677::PA609332,neu
4717733::PA722142,pos
2284096::PA794562,neu
2700156::PA720614,neu
2972354::PA722142,pos
1746220::PA721908,neu
1349627::PA793382,neg
1796895::PA842105,neg
1208391::PA643175,neu
2890391::PA720614,neg
2615007::PA794130,neg
894201::PA720614,neu
574946::PA721270,neu
595486::PA267285,neu
3508006::PA722190,neu
4564916::PA795722,neg
1428483::PA720614,pos
2407175::PA721202,neu
1606483::PA795778,neu
2399055::PA1654,neg
118356::PA720614,neg
2400279::PA796090,neg
896138::PA722190,neu
1613934::PA793432,neu
2617841::PA720430,neg
1234188::PA793444,neu
4623996::PA720614,neu
1883440::PA720614,neu
1742022::PA721908,neu
1747888::PA720892,neu
4554955::PA720614,neg
2925321::PA841657,neu
2832700::PA267285,pos
4894648::PA267285,neg
4574255::PA609332,neu
958727::PA720614,neg
28550::PA720614,neg
4603215::PA330240,neu
3762362::PA720614,neu
4566342::PA722190,pos
547453::PA722142,neg
1958617::PA795722,neg
2402261::PA267285,neg
789929::PA720614,neu
1448355::PA267285,neu
1428400::PA721024,neu
588513::PA722190,neg
1182792::PA793444,neg
2586576::PA721908,pos
4633390::PA794598,neu
4558236::PA842105,neu
1790121::PA330240,neu
1752160::PA609332,neu
1791742::PA722142,neu
896408::PA717161,neu
133228::PA720614,neg
1679092::PA719930,neg
2400331::PA722190,neu
2912422::PA609332,neu
2304849::PA643175,neu
2405394::PA793464,neu
1616016::PA721908,neu
2686865::PA796090,neu
4717328::PA796090,neg
1825787::PA720614,neg
1639358::PA795466,neg
2559119::PA842105,pos
4789646::PA720468,neu
2691657::PA720614,neg
1676235::PA793928,neu
1787696::PA720038,neu
593984::PA330240,neu
1651179::PA1654,neu
2210068::PA720892,neu
1711512::PA720614,neu
4754775::PA720614,neg
2399261::PA793464,neg
2711163::PA722150,neu
589658::PA722142,neu
1652919::PA717161,neu
2673680::PA793928,neu
98083::PA721896,neu
2988238::PA720614,neg
1474269::PA722190,pos
1448783::PA722190,pos
3115746::PA717161,neu
2568317::PA793464,neu
1165974::PA795552,neu
4548959::PA719930,neu
2348317::PA722190,pos
2592621::PA722142,neu
3234281::PA722190,neg
4479768::PA793432,neu
4573852::PA1654,neu
2020027::PA720614,neu
2353827::PA330240,neg
4874803::PA609332,neu
1931044::PA719930,neu
595684::PA793444,neg
1683545::PA793624,neu
4871599::PA722190,pos
1891160::PA720614,neu
1849596::PA794038,neu
1886654::PA330240,neg
4682170::PA841207,neu
257259::PA720614,neu
2621570::PA720614,neu
166616::PA1654,neu
2192105::PA719930,neu
1995365::PA793464,neu
1369816::PA346782,neu
2208250::PA720468,neu
3597759::PA722190,neu
920954::PA721210,neu
2675863::PA720038,neu
204201::PA720614,pos
200919::PA722142,neu
595713::PA793444,pos
960779::PA720614,neg
11837::PA794322,neu
1182534::PA717161,neu
2567011::PA1567,neu
4597660::PA609332,neu
1694160::PA720614,neg
1740453::PA721908,neu
2299653::PA942,neg
4866460::PA942,neg
4497976::PA722190,neu
4569144::PA722190,neu
3475066::PA720614,neg
1510230::PA793928,neu
1898724::PA793444,neu
4874513::PA720614,neg
4556844::PA267285,neu
1466391::PA720614,neu
1690106::PA335999,neu
18940::PA721202,neu
2358893::PA720614,neg
2356416::PA842105,neg
2619999::PA720892,neu
2343826::PA793444,neu
3867580::PA720468,neu
1324041::PA795596,neu
1733814::PA721908,neu
2743074::PA609332,neu
2720645::PA720892,neu
1185061::PA330240,neu
1470042::PA720614,neu
595567::PA796090,neg
4394337::PA722190,neu
895577::PA1654,neu
1354104::PA609332,neg
4554395::PA722190,neg
1701251::PA720468,neu
4686300::PA794354,neu
1653585::PA722190,neu
1183865::PA267285,neg
2702216::PA720614,neu
4590921::PA793444,neu
1855655::PA609332,neu
2188734::PA842001,neu
2913965::PA840903,neu
1710044::PA267285,neu
1996820::PA720614,neg
2672262::PA722142,neu
1657973::PA609332,neg
1752452::PA346782,neu
1236353::PA720614,neu
1206623::PA722190,pos
1703672::PA720614,neu
4706895::PA722190,pos
2697210::PA794598,neu
4537963::PA1654,neu
2351151::PA717161,pos
1627462::PA795722,neu
1698944::PA842105,neu
2533337::PA794802,neu
1465963::PA720614,neu
1536443::PA720892,neu
589794::PA720614,neu
1349454::PA1654,neu
594146::PA795318,neg
1766716::PA720614,neu
589771::PA720614,neg
4684239::PA841207,neu
2495768::PA721908,neu
4878661::PA330240,neu
251926::PA720614,neu
595685::PA330240,neu
4516636::PA330240,neu
1891160::PA793432,pos
1761625::PA795778,neu
1763624::PA720614,neg
2599395::PA1654,neu
4719209::PA720614,neg
2401386::PA722190,neu
4635048::PA643089,neu
3871519::PA720614,neu
2691657::PA793444,neu
1696401::PA720614,neu
1181597::PA267285,neg
251868::PA720614,neu
4548909::PA722190,neu
4374490::PA795076,neg
1461709::PA720614,neu
1457817::PA609332,neu
4650467::PA722142,neu
3240563::PA793736,neu
4549102::PA720614,neu
1436130::PA267285,neu
1986877::PA791812,neu
2800867::PA840983,pos
1913454::PA720614,pos
1834016::PA842105,neu
1784003::PA722190,neu
589899::PA720614,neu
24181::PA721908,neg
120013::PA330240,neg
81536::PA720614,neg
895634::PA267285,neu
2406221::PA719372,neu
1677622::PA609332,neu
2797624::PA795912,neu
2399011::PA795528,neu
2697594::PA721024,neg
4870373::PA720614,neu
2553055::PA1654,neu
3816568::PA793262,neu
1738696::PA795778,neu
3771499::PA720614,pos
2903001::PA793444,neg
1669442::PA720614,pos
194478::PA721210,neu
1918402::PA793134,neg
2725144::PA720100,neu
895911::PA793756,neu
557568::PA720614,neu
1885339::PA720614,neg
2687870::PA720614,neg
2542040::PA722142,neu
253671::PA717161,neu
2348275::PA330240,neu
2786956::PA720614,neu
1670989::PA795596,neg
2668777::PA720614,pos
4647211::PA720892,neu
1715376::PA720614,neu
2798964::PA793444,neu
2253714::PA722190,neu
1686603::PA267285,neu
2343850::PA720960,neu
1709485::PA720960,neu
2823056::PA720614,neu
1746892::PA330240,neu
4394312::PA719372,neu
1242117::PA722190,pos
3240065::PA720614,neu
2344266::PA793736,neu
1709077::PA795778,neu
4879357::PA722190,neg
2544489::PA791812,neu
4629494::PA1654,neg
594109::PA720614,neg
4890771::PA605745,neu
2769689::PA609332,neu
2565627::PA841515,neu
4511056::PA720614,neg
81771::PA720614,neg
1768160::PA720614,neu
1660948::PA720614,neu
3771024::PA721202,neu
2010957::PA841955,neg
4477719::PA267285,neg
2696918::PA330240,neu
2985406::PA722190,neu
2354508::PA793444,neu
2296::PA720614,neg
1693711::PA720614,neg
1857536::PA842105,neu
1769562::PA795746,neu
594197::PA795318,pos
1692755::PA720614,neu
252926::PA720614,neu
25799::PA717161,neu
2829736::PA793432,neu
2255625::PA793444,neu
1806148::PA720614,neg
1505616::PA267285,neu
2833254::PA721202,neu
1344665::PA720614,neu
4514837::PA721764,neu
1476196::PA721908,pos
1679359::PA267285,neg
258222::PA722190,pos
1952778::PA720038,neu
2846555::PA721202,neu
4555541::PA267285,neu
4683006::PA609332,neg
4370416::PA721908,neu
1918427::PA721202,neu
2599611::PA795050,neu
1430413::PA720614,neg
595247::PA793444,neg
2820218::PA720614,neg
2350087::PA720614,pos
1654391::PA795200,neu
4669223::PA791812,neg
1829047::PA720614,neu
4718588::PA793464,neg
2961870::PA793444,neu
1200353::PA267285,neu
1626072::PA842105,neg
1733802::PA609332,neu
4703496::PA722142,neu
4555089::PA795864,neu
525469::PA795310,neu
2819840::PA720614,neu
1730975::PA720614,neg
2351657::PA368,neu
1468973::PA1654,neu
1759233::PA793464,neg
2669649::PA720614,neu
593952::PA267285,neu
231602::PA793444,neu
1832170::PA842105,pos
16994::PA722190,pos
2348662::PA796090,neu
191758::PA795318,neg
2166272::PA721024,neu
2816149::PA720614,neu
2793072::PA720614,neu
4556293::PA793444,neu
2406986::PA720614,neu
2345379::PA1567,neu
1351281::PA267285,neu
4872494::PA720614,neu
181319::PA720614,neu
594051::PA793464,neg
2290992::PA267285,neu
1181893::PA720614,neg
1233663::PA796062,neu
4880115::PA722190,neu
3792672::PA795778,neu
594874::PA720614,neu
2612774::PA1567,neu
966149::PA608416,pos
1198229::PA795228,pos
1181085::PA793166,neg
594115::PA720614,neu
2198871::PA720614,neg
1610763::PA609332,neg
1228079::PA720614,neu
2197504::PA793444,neu
1690565::PA720614,neg
2349033::PA720468,neu
1713172::PA722190,neg
1964841::PA842105,neg
2408798::PA720614,neu
62484::PA793444,neu
2539638::PA330240,neg
2351140::PA796078,neu
1533::PA794670,neg
2834948::PA720468,neu
2204590::PA720822,neu
594767::PA720430,neg
2535286::PA609332,neu
4555807::PA842105,neu
1692875::PA720614,neg
2596388::PA720614,neu
1692959::PA720614,neu
895822::PA721202,neu
2526396::PA795466,neu
1534558::PA330240,neg
23232::PA796062,neg
4413414::PA609332,neu
251686::PA720614,neu
3708617::PA720614,neg
894592::PA720614,neu
2187025::PA721270,neu
4575319::PA721908,neu
1219533::PA794130,neg
1655092::PA720614,neg
181380::PA609332,pos
4610237::PA795552,neu
2357418::PA720614,neu
1698136::PA721908,neu
1702117::PA267285,neu
25052::PA722190,neg
580176::PA720614,neg
1627901::PA842001,neu
594828::PA720430,neg
1491446::PA793464,neg
2010020::PA791812,neg
4606224::PA227089,neg
2719473::PA267285,neg
1540898::PA722190,neg
169535::PA720614,neg
4589808::PA720614,neu
1699683::PA721202,neu
4611247::PA722190,neu
2713801::PA793432,neu
589691::PA720614,neg
2405799::PA720614,neg
134734::PA720614,neg
1181900::PA609332,pos
1949679::PA721202,neu
1660790::PA720614,neg
2563931::PA796062,neg
1519062::PA796034,neu
4724374::PA722190,neu
1408926::PA720614,neg
2350073::PA795912,neu
1678260::PA720614,neg
1687338::PA267285,neg
2197921::PA795528,neu
3507110::PA1654,neu
4716442::PA793464,neg
4641499::PA330240,neu
896604::PA609332,neg
1182481::PA720614,neu
4374297::PA794130,neg
2357534::PA840721,neu
4374383::PA720614,neu
4919610::PA721908,neu
2817702::PA720614,neg
191481::PA720614,neu
31256::PA791812,neg
4577340::PA795778,neu
2824272::PA795778,neg
2826555::PA720614,neu
2357849::PA722190,neu
2802660::PA794130,neu
1664818::PA795912,neg
196792::PA720614,neg
1747378::PA721908,neu
2357408::PA720614,neg
2552538::PA720614,neg
78313::PA719930,neu
4391288::PA722190,neg
2196735::PA368,neu
4604148::PA722142,neu
4746672::PA609332,neu
1695352::PA720614,neg
4554196::PA720100,neu
4590109::PA721908,neu
4617211::PA794946,neg
1757932::PA1654,neu
4870476::PA722190,neu
3767310::PA722190,neu
4585599::PA796062,neu
2349662::PA795746,neg
4574066::PA720614,neu
1446286::PA795318,neg
2000635::PA793432,neu
1666034::PA720614,neu
1732900::PA717161,neg
1509307::PA609332,neu
1402515::PA796078,neu
1375925::PA721202,neu
2197684::PA842105,neg
4879651::PA720614,neu
1051642::PA720614,neu
574550::PA720614,neu
1810436::PA791812,pos
1082405::PA722142,pos
1183581::PA722142,neg
2350140::PA720614,neu
4554694::PA267285,neg
2352391::PA795528,neu
3131747::PA722190,pos
4600824::PA720614,pos
4871851::PA720614,neu
2688759::PA330240,pos
2720283::PA720892,neu
2639412::PA720614,neu
2013359::PA795596,neg
1746677::PA720614,neu
2564016::PA793708,neg
1698503::PA722190,neg
595034::PA720614,neu
2877850::PA720614,neu
2402337::PA267285,neu
2815536::PA795466,neu
1473545::PA721908,neg
2913592::PA609332,pos
1888361::PA795778,neu
353496::PA720614,neu
4879463::PA720614,neu
1658512::PA794008,neu
589408::PA796090,neu
2348587::PA793444,neu
2359514::PA795778,neu
4921857::PA793444,neu
2402624::PA720614,neu
257022::PA1654,neu
206146::PA722190,neg
1415785::PA793444,neu
2603836::PA793432,neu
1664839::PA267285,neg
2618120::PA720614,neu
896903::PA1654,neu
2550487::PA720614,neu
1432182::PA720614,neu
4572475::PA330240,neu
4374957::PA842155,neg
5047724::PA720468,neu
2360568::PA795778,neu
4554613::PA719938,neu
3490843::PA791812,neg
4554231::PA609332,neg
2359187::PA796090,neg
3494898::PA842105,neu
3686106::PA267285,neu
2406495::PA720892,neu
2344942::PA717379,neu
2356760::PA1654,pos
1924005::PA720038,neu
1820903::PA1654,neu
3492420::PA795912,neu
2540263::PA609332,neu
2724419::PA719930,neg
1684087::PA609332,neg
895599::PA720614,neg
3532584::PA793464,neu
2703548::PA717379,neu
1954158::PA720614,neg
1731683::PA842155,neu
546364::PA720614,neg
4373218::PA722190,neu
1745121::PA795778,neu
4615422::PA609332,neu
4502962::PA721908,neu
951357::PA795318,neu
4688496::PA719930,neu
4372604::PA795552,neg
895567::PA267285,neu
4608837::PA796062,pos
1712211::PA720614,neu
896269::PA720614,neg
181878::PA796062,neg
3833215::PA721202,pos
1826366::PA720468,neu
2315523::PA720614,neg
2352894::PA720614,neu
4877598::PA722190,neu
81495::PA720614,neg
2175792::PA1654,neu
4716174::PA842105,neu
1684950::PA720614,neg
4577018::PA722190,neu
2448119::PA720614,neu
182877::PA720614,neu
1515174::PA793464,neu
4563608::PA720892,neu
1695476::PA796090,neu
4471919::PA720614,neu
4869576::PA793444,neu
594685::PA793444,neu
4626245::PA719930,neu
4570816::PA721270,neu
1183155::PA720614,neu
4563751::PA722190,neg
905791::PA330240,neu
197018::PA719930,neu
3605356::PA610968,neu
2580165::PA720614,neu
1782085::PA720468,neu
2721901::PA720614,neg
2197961::PA609332,neu
2359667::PA720614,neg
594332::PA346782,neu
4663126::PA722142,neu
422813::PA720614,neu
881379::PA722142,neg
2408526::PA722142,neu
595259::PA795076,neg
2360310::PA722142,neu
1442276::PA1654,neu
4627540::PA720614,neu
4872784::PA1654,neg
1621610::PA720614,neu
4548206::PA793572,neu
1660718::PA609332,neu
1633113::PA796090,neg
1360416::PA609332,neg
177949::PA722142,neu
1729979::PA609332,neu
2651273::PA719930,pos
4871618::PA720614,neu
1798970::PA793398,neu
2633236::PA720614,neu
1810555::PA720468,neu
2710890::PA795778,neu
2598595::PA722190,neu
2205764::PA721908,neu
2622622::PA1654,neu
1656797::PA721908,neu
1694688::PA841207,neu
4550151::PA720614,neg
1748055::PA720614,neu
4460742::PA720614,neg
3491287::PA795912,neg
1784290::PA791812,neg
1732933::PA722190,neu
4705863::PA1654,neu
15049::PA720614,neg
2197037::PA793444,neu
4613950::PA719930,neg
1782804::PA720614,neg
2407364::PA722190,pos
1685075::PA720614,neu
1608906::PA840809,neg
4549100::PA720614,neg
1616681::PA330240,neu
1686560::PA267285,neu
1681011::PA720614,neu
2788692::PA795076,neg
2901839::PA609332,neu
4554181::PA722190,neg
1736109::PA720614,pos
4374189::PA721210,neu
2354218::PA721202,neu
4377286::PA720614,neu
1939373::PA795228,neg
1694008::PA720614,neg
1821345::PA793432,neu
201799::PA720614,neg
2787135::PA720614,neu
1214046::PA609332,neu
2813472::PA793444,neg
1232067::PA720614,neu
473619::PA793444,neu
1744229::PA720614,neg
258624::PA721202,neu
4620148::PA722190,neu
1895922::PA794130,pos
1748105::PA722142,pos
4518275::PA842105,neg
1221426::PA720468,neu
2348907::PA721202,neu
533372::PA717161,neu
4681445::PA842105,neg
1632969::PA796090,neu
80929::PA720614,neg
2355578::PA795552,neu
3228812::PA720614,neg
2329704::PA1567,neu
1748868::PA720614,neg
4635522::PA330240,neu
2630292::PA717161,pos
584949::PA722190,neu
2408449::PA795046,neu
1816912::PA720614,neu
895192::PA609332,neu
1878756::PA720614,neu
3492528::PA1654,neu
1826602::PA722190,neu
4608586::PA720614,neg
4374144::PA720614,neg
4569431::PA720614,neu
588735::PA720614,pos
895712::PA720614,neg
588832::PA795746,neg
595438::PA842105,neu
1631864::PA793464,neg
4626520::PA721908,neu
1434310::PA720614,neg
1768589::PA796090,neu
255886::PA794130,neg
1658014::PA795318,neu
1240770::PA267285,neu
2794696::PA842155,neg
1773667::PA330240,pos
1696399::PA720614,neg
1695006::PA720614,neg
2648963::PA720614,neu
4673655::PA720614,neu
2197445::PA720614,neu
2788255::PA795318,neg
251905::PA720614,neu
1182387::PA795318,pos
1182587::PA609332,neg
2531594::PA795228,neu
1676976::PA793928,neu
1657784::PA717161,neu
3507147::PA842105,neu
2557481::PA330240,neu
73601::PA793464,neg
2345370::PA720614,neu
32249::PA721202,pos
4648801::PA609332,neg
2347949::PA795778,neu
1781864::PA720614,neu
1781577::PA720614,neu
1718576::PA720092,neu
1718849::PA720614,neu
2026043::PA842105,neg
2350787::PA793464,neu
4390002::PA340343,neu
1684233::PA609332,neu
2883969::PA721908,pos
4583785::PA794322,neu
4868223::PA267285,neg
2553874::PA720614,neu
1787930::PA720614,neg
1356024::PA721024,neu
1807237::PA720614,neu
589838::PA330240,neu
2345668::PA795722,neu
3698068::PA720614,neu
2402018::PA588884,neu
3130856::PA720614,neg
2883185::PA720362,neu
4502781::PA720468,neg
1882828::PA795912,neu
3193247::PA720614,neg
4621220::PA720892,neu
594720::PA720614,neu
4701700::PA720614,neu
1182817::PA267285,neu
588825::PA796090,neu
2406358::PA368,neu
2286534::PA720614,neg
3240449::PA842255,neu
4681570::PA609332,neg
2339643::PA722190,neu
1737038::PA841463,neu
1720737::PA330240,neu
4870249::PA609332,neg
2348152::PA720468,neu
895037::PA720614,neu
1763420::PA720614,neg
1733347::PA722190,neg
2900629::PA720614,neu
1970550::PA840809,neg
1221167::PA793464,neg
1232777::PA720614,neu
13132::PA720614,neg
313259::PA267285,neu
2008759::PA793756,neu
1523776::PA1654,neu
595405::PA722142,neu
4922750::PA720892,neu
73145::PA722142,neu
1903346::PA793464,neu
594382::PA720614,neu
1762242::PA795318,neu
4595580::PA720614,neu
4584543::PA719930,neu
1833333::PA841873,pos
2403705::PA717379,neu
1659710::PA719930,neg
1794367::PA720614,pos
