pair_id,outlet,target_bloc,sampling_side,label_with_group,label_without_group
1051028::PA720614,Le HuffPost,far_right,right_or_far_right,neg,neg
4558529::PA793756,L'Humanité,left,left,neu,neu
1806958::PA842155,L'Humanité,left,left,neu,neu
1182939::PA720614,Le HuffPost,far_right,right_or_far_right,neg,neg
3496922::PA791812,Le HuffPost,left,left,pos,pos
1182646::PA720614,Le HuffPost,far_right,right_or_far_right,neu,neu
2576993::PA841207,L'Humanité,right,right_or_far_right,neg,neg
3491759::PA791812,Le Nouvel Obs,left,left,neg,neg
1690997::PA795076,Le Nouvel Obs,left,left,neu,neu
1181954::PA267285,Le HuffPost,right,right_or_far_right,neg,neu
1738083::PA267285,Le Nouvel Obs,right,right_or_far_right,neu,neu
1665906::PA720614,Le Nouvel Obs,far_right,right_or_far_right,neg,neg
1747459::PA720614,Le Nouvel Obs,far_right,right_or_far_right,neu,neu
1748364::PA720614,Le Nouvel Obs,far_right,right_or_far_right,neu,neg
25306::PA794022,Le Monde,left,left,pos,pos
1682839::PA720614,Le Nouvel Obs,far_right,right_or_far_right,neg,neu
518068::PA720614,Le Monde,far_right,right_or_far_right,neu,neu
1665973::PA720614,Le Nouvel Obs,far_right,right_or_far_right,neg,neg
1676590::PA795466,Marianne,left,left,neg,neg
4998242::PA722142,Marianne,left,left,neu,neu
19486::PA794038,Le Monde,right,right_or_far_right,neg,neg
1666404::PA720614,Marianne,far_right,right_or_far_right,neg,neg
29202::PA720614,Le Monde,far_right,right_or_far_right,neu,neu
1738350::PA609332,Marianne,left,left,neg,neg
1673727::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1666816::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1673954::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1673560::PA720614,Marianne,far_right,right_or_far_right,neg,neg
4891839::PA791812,Le Monde,left,left,neu,neu
1674018::PA720614,Marianne,far_right,right_or_far_right,pos,pos
1673982::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1676747::PA267285,Marianne,right,right_or_far_right,neg,neu
1673559::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1676820::PA267285,Marianne,right,right_or_far_right,neg,neg
1673875::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1674569::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1692580::PA720468,Marianne,far_right,right_or_far_right,neg,neg
1683436::PA720614,Marianne,far_right,right_or_far_right,neg,pos
1674581::PA720614,Marianne,far_right,right_or_far_right,neu,neg
1690862::PA267285,Marianne,right,right_or_far_right,neu,neu
1729770::PA330240,Marianne,right,right_or_far_right,pos,pos
1729504::PA720614,Marianne,far_right,right_or_far_right,neg,neu
1690860::PA267285,Marianne,right,right_or_far_right,neg,neg
1734429::PA795552,Marianne,far_right,right_or_far_right,neg,neg
1729482::PA267285,Marianne,right,right_or_far_right,neg,neg
1737064::PA720614,Marianne,far_right,right_or_far_right,neg,neu
1735841::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1739374::PA720614,Marianne,far_right,right_or_far_right,neu,neu
1737956::PA720614,Marianne,far_right,right_or_far_right,pos,neg
1731594::PA608416,Marianne,right,right_or_far_right,neu,neu
1737469::PA720614,Marianne,far_right,right_or_far_right,neu,neu
1731704::PA608416,Marianne,right,right_or_far_right,neg,neg
1731884::PA794994,Marianne,right,right_or_far_right,neg,neg
1732198::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1781422::PA720614,Marianne,far_right,right_or_far_right,neg,neg
1780303::PA330240,Marianne,right,right_or_far_right,pos,neu
1781581::PA720614,Marianne,far_right,right_or_far_right,neu,neu
1780774::PA720614,Marianne,far_right,right_or_far_right,neu,neg
1781202::PA720614,Marianne,far_right,right_or_far_right,neu,neu
1740270::PA330240,Marianne,right,right_or_far_right,neg,neg
4560059::PA720614,Marianne,far_right,right_or_far_right,pos,pos
1672511::PA795076,Franceinfo,left,left,neu,neu
1654391::PA795200,Franceinfo,left,left,neu,neu
1656387::PA720892,Franceinfo,left,left,neu,neu
1703170::PA795076,Franceinfo,left,left,neu,neu
1712726::PA793464,Franceinfo,left,left,neg,neg
1683980::PA719930,Franceinfo,left,left,pos,pos
1702582::PA721960,Franceinfo,left,left,neu,neu
1664062::PA794130,Franceinfo,left,left,neg,neg
1717750::PA722142,Franceinfo,left,left,neu,neu
1675974::PA609332,Franceinfo,left,left,neu,neu
1742735::PA1654,Franceinfo,left,left,neu,neu
1764316::PA796062,Franceinfo,left,left,neu,neu
1684081::PA719930,Franceinfo,left,left,neu,neu
2198533::PA609332,Franceinfo,left,left,neu,neu
1749609::PA720892,Franceinfo,left,left,neu,neu
2521977::PA609332,Franceinfo,left,left,neu,neu
2358848::PA588884,Franceinfo,left,left,pos,neu
2563596::PA842105,Franceinfo,left,left,neu,neu
2568872::PA793756,Franceinfo,left,left,neu,neu
2704071::PA1654,Franceinfo,left,left,neg,neg
2705220::PA795164,Franceinfo,left,left,neu,neu
2712006::PA720892,Franceinfo,left,left,neu,neu
1805748::PA722142,Franceinfo,left,left,neu,neu
4518005::PA1654,Franceinfo,left,left,neu,neu
4516694::PA1567,Franceinfo,left,left,neu,neu
2708122::PA794130,Franceinfo,left,left,neu,neu
4518275::PA842105,Franceinfo,left,left,neg,neu
4563275::PA609332,Franceinfo,left,left,neu,neu
4614664::PA722142,Franceinfo,left,left,neu,neu
4563608::PA720892,Franceinfo,left,left,neu,neu
1651313::PA720614,Franceinfo,far_right,right_or_far_right,pos,neu
1696198::PA720614,Franceinfo,far_right,right_or_far_right,pos,pos
1692134::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
1696512::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
1697770::PA267285,Franceinfo,right,right_or_far_right,neg,neg
1657887::PA795778,Franceinfo,far_right,right_or_far_right,neu,neu
1696420::PA720614,Franceinfo,far_right,right_or_far_right,neg,neg
1724936::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
1650900::PA267285,Franceinfo,right,right_or_far_right,neg,neu
1704205::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
1744507::PA720614,Franceinfo,far_right,right_or_far_right,neg,neg
1693965::PA720614,Franceinfo,far_right,right_or_far_right,neg,neg
2209038::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
2523497::PA720614,Franceinfo,far_right,right_or_far_right,neg,neg
2524132::PA720614,Franceinfo,far_right,right_or_far_right,neg,neg
2544044::PA878242,Franceinfo,right,right_or_far_right,pos,pos
2529126::PA720614,Franceinfo,far_right,right_or_far_right,neg,neg
2557747::PA793432,Franceinfo,far_right,right_or_far_right,neu,neu
2566833::PA793928,Franceinfo,far_right,right_or_far_right,neu,neu
2696829::PA720468,Franceinfo,far_right,right_or_far_right,neu,neu
4517068::PA795912,Franceinfo,far_right,right_or_far_right,neu,neu
4518227::PA720468,Franceinfo,far_right,right_or_far_right,neu,neu
4518243::PA267285,Franceinfo,right,right_or_far_right,neg,neg
4592375::PA795912,Franceinfo,far_right,right_or_far_right,neu,neu
2710890::PA795778,Franceinfo,far_right,right_or_far_right,neu,neu
4602740::PA794598,Franceinfo,far_right,right_or_far_right,neu,neu
4517057::PA795912,Franceinfo,far_right,right_or_far_right,neg,neg
1050546::PA1654,20 Minutes,left,left,pos,pos
5021009::PA793432,Franceinfo,far_right,right_or_far_right,neu,neu
1836278::PA609332,20 Minutes,left,left,neu,neu
2720910::PA720468,Franceinfo,far_right,right_or_far_right,neu,neu
1048051::PA1654,20 Minutes,left,left,neu,neu
1841819::PA791812,20 Minutes,left,left,neu,neu
2614855::PA609332,20 Minutes,left,left,neg,neu
1620806::PA609332,20 Minutes,left,left,neu,neu
4389720::PA1654,20 Minutes,left,left,neu,neu
4909274::PA720468,Franceinfo,far_right,right_or_far_right,neu,neu
4485383::PA1654,20 Minutes,left,left,neg,neg
4479198::PA791812,20 Minutes,left,left,neg,neg
4392612::PA841327,20 Minutes,left,left,neg,neg
4570550::PA1654,20 Minutes,left,left,neu,neu
1841388::PA1654,20 Minutes,left,left,neu,neu
4555832::PA719578,20 Minutes,left,left,neu,neu
4557812::PA793444,20 Minutes,left,left,neu,neu
894571::PA609332,20 Minutes,left,left,neg,neg
894968::PA721202,20 Minutes,left,left,neu,neu
895233::PA722142,20 Minutes,left,left,neu,neu
4601127::PA793464,20 Minutes,left,left,neg,neg
2632126::PA793444,20 Minutes,left,left,neg,neu
4890803::PA1654,20 Minutes,left,left,neg,neg
895902::PA609332,20 Minutes,left,left,neu,neu
895937::PA793464,20 Minutes,left,left,neu,neu
894700::PA609332,20 Minutes,left,left,neg,neg
896021::PA1654,20 Minutes,left,left,neu,neu
895961::PA1654,20 Minutes,left,left,pos,pos
895394::PA722142,20 Minutes,left,left,neg,neg
896247::PA1654,20 Minutes,left,left,neu,neu
896308::PA794130,20 Minutes,left,left,neg,neg
895618::PA793464,20 Minutes,left,left,neu,neu
896604::PA609332,20 Minutes,left,left,neg,neg
896903::PA1654,20 Minutes,left,left,neu,neu
896528::PA1654,20 Minutes,left,left,neu,pos
902882::PA795318,20 Minutes,left,left,neu,neu
1323572::PA720614,20 Minutes,far_right,right_or_far_right,pos,pos
1618254::PA330240,20 Minutes,right,right_or_far_right,neg,neg
896777::PA609332,20 Minutes,left,left,pos,neu
896866::PA793464,20 Minutes,left,left,neu,neu
1649229::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
2528930::PA720614,20 Minutes,far_right,right_or_far_right,neg,neg
2508191::PA720614,20 Minutes,far_right,right_or_far_right,neg,neg
1833198::PA795912,20 Minutes,far_right,right_or_far_right,pos,neu
1828786::PA795912,20 Minutes,far_right,right_or_far_right,pos,pos
1323478::PA267285,20 Minutes,right,right_or_far_right,pos,pos
1326211::PA720614,20 Minutes,far_right,right_or_far_right,neg,neg
1826913::PA330240,20 Minutes,right,right_or_far_right,neu,neg
894753::PA330240,20 Minutes,right,right_or_far_right,neu,neu
895077::PA793432,20 Minutes,far_right,right_or_far_right,neu,neu
894954::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
895133::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
895419::PA267285,20 Minutes,right,right_or_far_right,neg,neg
895469::PA332523,20 Minutes,right,right_or_far_right,pos,pos
3499797::PA330240,20 Minutes,right,right_or_far_right,neg,neg
895441::PA267285,20 Minutes,right,right_or_far_right,neg,neg
895634::PA267285,20 Minutes,right,right_or_far_right,neu,neu
895801::PA267285,20 Minutes,right,right_or_far_right,neu,neu
895486::PA720614,20 Minutes,far_right,right_or_far_right,neg,neg
895599::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
895443::PA267285,20 Minutes,right,right_or_far_right,neu,neg
895072::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
896517::PA330240,20 Minutes,right,right_or_far_right,neu,neu
895478::PA720614,20 Minutes,far_right,right_or_far_right,neg,neg
4570032::PA330240,20 Minutes,right,right_or_far_right,neg,neg
896592::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
896619::PA330240,20 Minutes,right,right_or_far_right,neu,neu
896594::PA720614,20 Minutes,far_right,right_or_far_right,pos,pos
896730::PA720614,20 Minutes,far_right,right_or_far_right,neg,neg
896272::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
896081::PA267285,20 Minutes,right,right_or_far_right,neu,neu
926458::PA720614,20 Minutes,far_right,right_or_far_right,pos,pos
896318::PA267285,20 Minutes,right,right_or_far_right,neg,neg
2531717::PA1654,Ouest-France,left,left,neu,neu
896654::PA330240,20 Minutes,right,right_or_far_right,neg,neg
2544661::PA794146,Ouest-France,left,left,neu,neu
2771779::PA609332,Ouest-France,left,left,pos,pos
2755959::PA721202,Ouest-France,left,left,neu,neu
2867465::PA333285,Ouest-France,left,left,neu,neu
1741382::PA791812,Ouest-France,left,left,neg,neg
2700131::PA794906,Ouest-France,left,left,pos,pos
2906837::PA609332,Ouest-France,left,left,pos,pos
2922073::PA607553,Ouest-France,left,left,pos,pos
2906776::PA609332,Ouest-France,left,left,neu,neu
2772238::PA609332,Ouest-France,left,left,neu,neu
2961870::PA1654,Ouest-France,left,left,neu,neu
2772002::PA609332,Ouest-France,left,left,pos,pos
2941298::PA842105,Ouest-France,left,left,pos,pos
2961870::PA793444,Ouest-France,left,left,neu,neu
2926253::PA722142,Ouest-France,left,left,pos,pos
3008790::PA609332,Ouest-France,left,left,neu,neu
2938358::PA609332,Ouest-France,left,left,neu,neu
2979668::PA609332,Ouest-France,left,left,neu,neu
3006424::PA1654,Ouest-France,left,left,neu,neu
1736510::PA795912,Ouest-France,far_right,right_or_far_right,neu,neu
1763646::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2971552::PA793532,Ouest-France,left,left,neu,neu
3020277::PA1654,Ouest-France,left,left,neu,neu
2971586::PA335054,Ouest-France,left,left,neu,neu
3011268::PA794130,Ouest-France,left,left,neg,neg
1801611::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
1763168::PA720614,Ouest-France,far_right,right_or_far_right,neu,neg
621712::PA793444,Ouest-France,left,left,neu,neu
1805230::PA795912,Ouest-France,far_right,right_or_far_right,neu,neu
1841452::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
1842872::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
350::PA267285,Le Monde,right,right_or_far_right,neu,neu
1657973::PA609332,Le Nouvel Obs,left,left,neg,neg
1714929::PA722142,Franceinfo,left,left,neu,neu
1790664::PA721202,Franceinfo,left,left,neu,neu
4556208::PA720614,Marianne,far_right,right_or_far_right,neu,neu
2703738::PA609332,Franceinfo,left,left,neu,neu
1757231::PA335999,Franceinfo,left,left,neu,neu
2726103::PA721202,Franceinfo,left,left,neu,neu
2723454::PA795588,Franceinfo,left,left,neu,neu
1670458::PA267285,Marianne,right,right_or_far_right,neu,neu
1182804::PA720614,Le HuffPost,far_right,right_or_far_right,neu,neu
1674359::PA267285,Marianne,right,right_or_far_right,neg,neu
1711299::PA794562,Franceinfo,far_right,right_or_far_right,neu,neu
1748324::PA794598,Franceinfo,far_right,right_or_far_right,neu,neu
1731271::PA330240,Franceinfo,right,right_or_far_right,neu,neu
4516298::PA793872,Franceinfo,left,left,neu,neu
2687248::PA609332,Franceinfo,left,left,neu,neu
2197445::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
1703461::PA720614,Franceinfo,far_right,right_or_far_right,pos,pos
2560149::PA795552,Franceinfo,far_right,right_or_far_right,neu,neu
1061975::PA1654,20 Minutes,left,left,pos,pos
4559302::PA793444,Franceinfo,left,left,neu,neu
2546216::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
1699430::PA1654,Franceinfo,left,left,pos,neu
2203718::PA720614,Franceinfo,far_right,right_or_far_right,neu,neu
1693564::PA720614,Franceinfo,far_right,right_or_far_right,neg,neg
920621::PA795228,Le HuffPost,left,left,neu,neg
2516639::PA720614,Franceinfo,far_right,right_or_far_right,neg,neu
895362::PA719930,20 Minutes,left,left,neu,neu
896557::PA720614,20 Minutes,far_right,right_or_far_right,neu,neu
896125::PA720892,20 Minutes,left,left,neu,neu
896838::PA330240,20 Minutes,right,right_or_far_right,neu,neu
895951::PA795076,20 Minutes,left,left,neu,neu
1323610::PA720614,20 Minutes,far_right,right_or_far_right,neg,neg
2778986::PA609332,Ouest-France,left,left,pos,pos
1760525::PA791812,Ouest-France,left,left,neu,neu
1820462::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
2526450::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2909691::PA609332,Ouest-France,left,left,neu,neu
4756344::PA722142,Ouest-France,left,left,neu,neu
2661514::PA267285,Ouest-France,right,right_or_far_right,neg,neg
2539017::PA774954,Ouest-France,right,right_or_far_right,pos,pos
2730095::PA266797,Ouest-France,right,right_or_far_right,neu,neu
2733867::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
2875811::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2835814::PA267285,Ouest-France,right,right_or_far_right,neu,neu
2744028::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2787137::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2864139::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2743891::PA720614,Ouest-France,far_right,right_or_far_right,pos,pos
2874898::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2835814::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2877908::PA266797,Ouest-France,right,right_or_far_right,neg,neg
2914428::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
2912998::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
2944368::PA330240,Ouest-France,right,right_or_far_right,neg,neg
2919487::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
2891258::PA267285,Ouest-France,right,right_or_far_right,neu,neu
2992872::PA720614,Ouest-France,far_right,right_or_far_right,neu,neg
2996113::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
3006007::PA266797,Ouest-France,right,right_or_far_right,neu,neu
2993292::PA720614,Ouest-France,far_right,right_or_far_right,neg,neg
2948863::PA793218,Ouest-France,far_right,right_or_far_right,neu,neu
3018987::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
4867165::PA722142,Challenges,left,left,neu,neu
4866486::PA721202,Challenges,left,left,pos,pos
4653050::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
4867086::PA1654,Challenges,left,left,neg,neu
4868476::PA721202,Challenges,left,left,neu,neu
4868996::PA1654,Challenges,left,left,pos,pos
4710308::PA842097,Ouest-France,far_right,right_or_far_right,neu,neu
4715009::PA841207,Ouest-France,right,right_or_far_right,neg,neg
4869373::PA1654,Challenges,left,left,neu,neu
4869364::PA721202,Challenges,left,left,neu,neu
4870249::PA609332,Challenges,left,left,neg,neg
4869008::PA2940,Challenges,left,left,neg,neg
4868817::PA609332,Challenges,left,left,pos,pos
4868534::PA333285,Challenges,left,left,neu,neu
4870769::PA609332,Challenges,left,left,neu,neu
4871236::PA609332,Challenges,left,left,pos,pos
4870792::PA719930,Challenges,left,left,neu,neu
4870565::PA721210,Challenges,left,left,neu,neg
4867146::PA722142,Challenges,left,left,neu,neu
4872775::PA795076,Challenges,left,left,neu,neu
4871335::PA1654,Challenges,left,left,pos,pos
4871919::PA722142,Challenges,left,left,pos,pos
4872794::PA609332,Challenges,left,left,neg,neg
4871318::PA609332,Challenges,left,left,pos,pos
4873667::PA841657,Challenges,left,left,neu,neu
4873912::PA609332,Challenges,left,left,neu,neu
4873808::PA842029,Challenges,left,left,pos,pos
4873928::PA1567,Challenges,left,left,neu,neu
4874156::PA721202,Challenges,left,left,neu,neu
4875190::PA609332,Challenges,left,left,neu,neu
4876498::PA793464,Challenges,left,left,neg,neg
4875194::PA609332,Challenges,left,left,neu,neu
4874608::PA791812,Challenges,left,left,neg,neg
4874562::PA609332,Challenges,left,left,neu,neu
4876248::PA720892,Challenges,left,left,neu,neu
4876026::PA609332,Challenges,left,left,neu,neu
4880026::PA1654,Challenges,left,left,neu,neu
4879166::PA609332,Challenges,left,left,neg,neg
4878928::PA1654,Challenges,left,left,neu,neu
4878478::PA1654,Challenges,left,left,neg,neg
4879894::PA722142,Challenges,left,left,neu,neu
4789646::PA720468,Challenges,far_right,right_or_far_right,neu,neu
4867384::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4879166::PA1654,Challenges,left,left,neg,neu
4867394::PA720614,Challenges,far_right,right_or_far_right,pos,pos
4868682::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4868238::PA720614,Challenges,far_right,right_or_far_right,neg,neu
4867954::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4870344::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4868613::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4870263::PA267285,Challenges,right,right_or_far_right,neu,neg
4868732::PA267285,Challenges,right,right_or_far_right,pos,pos
4870448::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4870397::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4870941::PA267285,Challenges,right,right_or_far_right,neg,neg
4870374::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4870542::PA267285,Challenges,right,right_or_far_right,pos,neg
4870516::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4872970::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4872509::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4871468::PA720614,Challenges,far_right,right_or_far_right,neg,neu
4873322::PA330240,Challenges,right,right_or_far_right,neu,neu
4874513::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4876026::PA794118,Challenges,right,right_or_far_right,neu,neu
4873921::PA642847,Challenges,right,right_or_far_right,pos,pos
4876264::PA795912,Challenges,far_right,right_or_far_right,neu,pos
4876112::PA330240,Challenges,right,right_or_far_right,neu,neu
4876615::PA330240,Challenges,right,right_or_far_right,neu,neu
4871195::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4871618::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4877004::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4877340::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4876992::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4878678::PA795912,Challenges,far_right,right_or_far_right,pos,neg
4879427::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4878218::PA720614,Challenges,far_right,right_or_far_right,neg,neg
4879766::PA841207,Challenges,right,right_or_far_right,neu,neu
4878882::PA793432,Challenges,far_right,right_or_far_right,neu,neu
4879651::PA720614,Challenges,far_right,right_or_far_right,neu,neu
4878661::PA330240,Challenges,right,right_or_far_right,neu,neu
4879434::PA330240,Challenges,right,right_or_far_right,neu,neu
1677424::PA1654,BFMTV,left,left,neu,neu
1669643::PA793444,BFMTV,left,left,neu,neu
1694418::PA793444,BFMTV,left,left,neu,neu
1657349::PA609332,BFMTV,left,left,neu,neu
1667888::PA794130,BFMTV,left,left,neg,neu
1674227::PA721202,BFMTV,left,left,neu,neu
1660883::PA795318,BFMTV,left,left,neu,neu
1695382::PA794130,BFMTV,left,left,neg,neg
1706593::PA1567,BFMTV,left,left,neu,neu
1735820::PA609332,BFMTV,left,left,neu,neu
1721231::PA722142,BFMTV,left,left,neu,neu
1698644::PA722142,BFMTV,left,left,neu,neu
1748507::PA719578,BFMTV,left,left,neu,neu
1699626::PA719930,BFMTV,left,left,neu,neu
1700153::PA609332,BFMTV,left,left,neu,neu
1784438::PA719930,BFMTV,left,left,neu,neu
1755963::PA722142,BFMTV,left,left,neu,neu
1750208::PA826635,BFMTV,left,left,neu,neu
1784706::PA609332,BFMTV,left,left,neu,neu
1784693::PA720892,BFMTV,left,left,neu,neu
1788588::PA609332,BFMTV,left,left,neu,neu
1788790::PA609332,BFMTV,left,left,neu,neu
2597943::PA721202,BFMTV,left,left,neg,neg
2584914::PA795076,BFMTV,left,left,neg,neg
2584651::PA793444,BFMTV,left,left,neu,neu
1790733::PA793464,BFMTV,left,left,neg,neg
2584286::PA721202,BFMTV,left,left,pos,pos
4568831::PA793444,BFMTV,left,left,neu,neu
4568584::PA722142,BFMTV,left,left,neu,neu
2625226::PA609332,BFMTV,left,left,neu,neu
2617788::PA720892,BFMTV,left,left,neg,neg
4625932::PA721202,BFMTV,left,left,neu,neu
4585405::PA1654,BFMTV,left,left,neu,neu
4629494::PA1654,BFMTV,left,left,neg,neg
1665822::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
2624830::PA609332,BFMTV,left,left,neu,neu
1678916::PA330240,BFMTV,right,right_or_far_right,neu,neu
4578712::PA720430,BFMTV,left,left,neg,neg
2611066::PA722142,BFMTV,left,left,pos,pos
4576812::PA793756,BFMTV,left,left,neu,neu
1694486::PA267285,BFMTV,right,right_or_far_right,neu,neu
1697532::PA720614,BFMTV,far_right,right_or_far_right,neg,neg
1697618::PA267285,BFMTV,right,right_or_far_right,neu,neu
1686798::PA267285,BFMTV,right,right_or_far_right,neg,neg
1686832::PA720614,BFMTV,far_right,right_or_far_right,neg,neg
1702066::PA793102,BFMTV,far_right,right_or_far_right,neu,neu
1703750::PA720614,BFMTV,far_right,right_or_far_right,pos,neu
1737856::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
1743683::PA267285,BFMTV,right,right_or_far_right,neu,neu
1753801::PA267285,BFMTV,right,right_or_far_right,neu,neu
1704919::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
1746392::PA330240,BFMTV,right,right_or_far_right,neu,neu
1719730::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
1759460::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
1759436::PA720614,BFMTV,far_right,right_or_far_right,neu,neg
1758632::PA795778,BFMTV,far_right,right_or_far_right,neu,neu
1757715::PA346782,BFMTV,right,right_or_far_right,neg,neg
1764079::PA720614,BFMTV,far_right,right_or_far_right,neg,neg
1764115::PA720614,BFMTV,far_right,right_or_far_right,neg,neg
1765149::PA720614,BFMTV,far_right,right_or_far_right,neg,neg
1764914::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
1764773::PA330240,BFMTV,right,right_or_far_right,neg,neg
1790477::PA793432,BFMTV,far_right,right_or_far_right,neu,neu
2607382::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
2615180::PA794598,BFMTV,far_right,right_or_far_right,neu,neu
1791735::PA267285,BFMTV,right,right_or_far_right,neg,neu
1783858::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
2617421::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
2625468::PA794038,BFMTV,right,right_or_far_right,neu,neu
3491075::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
4895532::PA330240,BFMTV,right,right_or_far_right,neu,neu
1790733::PA793432,BFMTV,far_right,right_or_far_right,neg,neg
4568554::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
2607873::PA642725,BFMTV,right,right_or_far_right,neu,neu
2606431::PA330240,BFMTV,right,right_or_far_right,neu,neu
1346031::PA609332,Le Parisien,left,left,neu,neu
1348889::PA1567,Le Parisien,left,left,neu,neu
1354104::PA609332,Le Parisien,left,left,neu,neg
136644::PA794130,Le Parisien,left,left,neg,neg
1393392::PA609332,Le Parisien,left,left,neu,neu
1410450::PA795596,Le Parisien,left,left,neu,neu
1426531::PA722142,Le Parisien,left,left,neu,neu
1438537::PA793708,Le Parisien,left,left,neu,neu
1453350::PA795318,Le Parisien,left,left,neg,neg
1451954::PA1567,Le Parisien,left,left,pos,pos
1403339::PA795076,Le Parisien,left,left,neu,neu
1454785::PA793980,Le Parisien,left,left,neu,neu
1507431::PA1654,Le Parisien,left,left,neu,neu
1509555::PA842155,Le Parisien,left,left,neu,neu
1481484::PA721202,Le Parisien,left,left,neu,neu
4623387::PA267285,BFMTV,right,right_or_far_right,neu,neu
1505830::PA609332,Le Parisien,left,left,neu,neu
1519944::PA722142,Le Parisien,left,left,neu,neu
1520865::PA722142,Le Parisien,left,left,neu,neu
1624109::PA609332,Le Parisien,left,left,neu,neu
1508663::PA609332,Le Parisien,left,left,neu,neu
1607308::PA793444,Le Parisien,left,left,neu,neu
1469417::PA720892,Le Parisien,left,left,neu,neu
215093::PA793624,Le Parisien,left,left,pos,pos
1831014::PA793444,Le Parisien,left,left,neu,neu
1839069::PA1654,Le Parisien,left,left,neu,neu
2101723::PA795318,Le Parisien,left,left,neg,neg
1909012::PA842155,Le Parisien,left,left,neg,neu
4537963::PA1654,Le Parisien,left,left,neu,neu
182521::PA609332,Le Parisien,left,left,neu,neg
4607174::PA609332,Le Parisien,left,left,neu,neu
4537934::PA791812,Le Parisien,left,left,neu,neu
4595514::PA609332,Le Parisien,left,left,neg,neg
4652854::PA1654,Le Parisien,left,left,neg,neg
4627035::PA720892,Le Parisien,left,left,neu,neu
