article_id,frame_conflict_gpt_oss,frame_human_interest_gpt_oss,frame_economic_gpt_oss,frame_morality_gpt_oss,frame_responsibility_gpt_oss,frame_conflict_mistral,frame_human_interest_mistral,frame_economic_mistral,frame_morality_mistral,frame_responsibility_mistral,frame_conflict_llama,frame_human_interest_llama,frame_economic_llama,frame_morality_llama,frame_responsibility_llama,dominant_gpt_oss,dominant_mistral,dominant_llama
1666484,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,conflict,conflict,conflict
1666522,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,morality,human_interest,human_interest
1666546,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,conflict,responsibility,conflict
1666549,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,human_interest,morality,human_interest
1666599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,conflict,none,responsibility
1666628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
1666665,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,conflict,morality,conflict
1666673,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1666674,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,none,conflict,conflict
1666716,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
166678,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1666808,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,conflict,conflict,responsibility
1666812,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1666816,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1666855,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1667044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,none,responsibility
166706,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,responsibility,conflict,conflict
1667068,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,none,conflict,conflict
1667080,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1667098,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1667112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,none,responsibility
1667147,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1667277,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1667351,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,morality,responsibility,conflict
1667354,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1667360,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1667418,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,none,morality,human_interest
1667450,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,conflict,conflict,conflict
1667559,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,human_interest,conflict,responsibility
1667586,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,none,responsibility,conflict
1667631,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
1667657,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1667672,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1667676,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1667680,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1667791,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,economic,economic,conflict
1667832,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1667833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
1667867,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,human_interest,conflict,human_interest
1667888,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1667908,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,conflict,conflict,conflict
1667921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1667923,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1667927,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,conflict,conflict,conflict
1668015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1668080,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,responsibility,morality,responsibility
1668094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1668099,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
1668117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
1668127,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1668158,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1668159,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,responsibility,responsibility,human_interest
1668211,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,human_interest,conflict,human_interest
1668271,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,conflict,conflict,conflict
1668287,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,morality,conflict,conflict
1668456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,human_interest,none,none
1668483,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,human_interest,responsibility,human_interest
1668659,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,conflict,none,conflict
1668678,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,conflict,economic,conflict
1668697,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1668698,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1668705,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1668860,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,conflict,none,conflict
1668871,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,none,responsibility,human_interest
1668921,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,conflict,none,conflict
1668929,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1669004,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,responsibility,conflict,conflict
1669081,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,economic,economic,economic
1669188,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,conflict,conflict,responsibility
1669204,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1669254,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1669260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,responsibility,none
16693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1669303,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,morality,morality,morality
1669397,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1669442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1669481,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1669490,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,morality,human_interest,human_interest
1669643,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1669745,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,responsibility,morality,morality
166976,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
1669783,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,conflict,conflict,conflict
1669808,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,conflict,responsibility,conflict
1669828,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
1669848,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1669926,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,morality,conflict,conflict
1669970,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1669982,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1669984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,none,conflict
1670015,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,conflict,economic,conflict
1670062,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1670129,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,economic,economic,economic
1670163,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
167017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,responsibility,responsibility,none
1670187,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1670197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,responsibility,none
1670274,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,conflict,conflict,conflict
1670315,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1670341,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,none,morality,responsibility
167040,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1670404,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
167042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,none,economic,none
1670438,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1670458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,none,conflict,none
1670600,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,conflict,conflict,conflict
1670639,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1670659,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1670720,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1670787,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,conflict,none,conflict
1670818,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,conflict,conflict,conflict
1670829,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,conflict,conflict,conflict
1670894,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
1670989,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1671073,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1671276,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,human_interest,conflict,conflict
1671315,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,morality,morality,conflict
1671333,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1671381,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1671403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1671415,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,conflict,conflict,conflict
1671436,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1671462,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1671483,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1671556,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1671604,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1671675,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1671743,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1671774,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1671813,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,conflict,responsibility,responsibility
1671839,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1671869,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1672031,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1672091,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,morality,morality,morality
1672158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1672203,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,none,conflict,conflict
1672273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1672424,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,responsibility
1672487,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1672511,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,human_interest,none,conflict
1672633,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1672655,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none,none,conflict
1672696,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1672709,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,conflict,morality,conflict
1672824,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,none,morality,conflict
1672875,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,none,none,conflict
1672898,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
1672948,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
1673067,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1673107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1673110,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1673117,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1673132,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
1673252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1673302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conflict,none,none
1673319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1673368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
1673473,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1673515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
1673519,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1673520,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1673547,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
1673559,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1673560,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,none,responsibility,conflict
1673574,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1673603,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,none,conflict,conflict
1673604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,none,none,conflict
1673632,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,morality,conflict,conflict
1673648,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,conflict,none,responsibility
1673660,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1673673,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,morality,none,human_interest
1673727,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1673728,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
1673751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,responsibility,none,none
1673781,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,morality,morality,morality
1673791,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1673859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1673860,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,morality,responsibility,responsibility
1673862,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1673875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,conflict,conflict,none
1673903,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
1673931,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
1673954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1673970,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1673978,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1673982,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,morality,conflict,conflict
1673996,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1674002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,responsibility,none,human_interest
1674018,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1674046,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1674067,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1674088,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,conflict,human_interest,none
1674173,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1674227,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1674291,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1674359,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1674437,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
1674569,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1674581,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,none,conflict,human_interest
1674605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1674613,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1674709,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1674751,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1674846,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
1674885,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,conflict,conflict,conflict
1674895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1674937,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,economic,responsibility,responsibility
1674938,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,economic,economic,economic
1674970,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1674988,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,conflict,conflict,conflict
1675030,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1675065,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1675139,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,responsibility,responsibility,responsibility
1675232,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,morality,conflict,conflict
1675302,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
167533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1675460,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,morality,conflict,conflict
1675549,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1675568,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,conflict,conflict,conflict
1675634,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
1675808,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1675953,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,none,conflict,human_interest
1675970,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1675974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1675978,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1675981,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,conflict,conflict,conflict
1676017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1676029,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,conflict,conflict,conflict
1676069,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1676079,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,responsibility,responsibility,human_interest
1676084,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
167610,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,responsibility,responsibility,conflict
1676101,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,morality,conflict,conflict
1676103,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1676188,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,human_interest,responsibility,none
1676205,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1676235,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,responsibility,conflict,conflict
1676255,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,human_interest,conflict,conflict
167632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1676450,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,none,human_interest,human_interest
1676466,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,economic,economic,economic
1676473,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,human_interest,conflict,conflict
1676590,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1676662,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
1676667,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1676672,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1676699,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1676747,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1676773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1676784,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,conflict,conflict,conflict
1676820,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,conflict,conflict,conflict
1676881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,responsibility,none
1676898,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
167694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1676976,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
1677043,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1677073,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,responsibility,conflict,responsibility
167713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1677171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
1677192,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1677197,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
1677202,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1677273,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1677307,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
1677360,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1677362,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1677380,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1677400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
1677424,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1677440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1677446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
1677472,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1677500,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1677531,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,none,conflict,none
1677540,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1677548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,responsibility,none
1677556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,morality,responsibility,none
1677614,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
1677622,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1677643,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
1677800,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,human_interest
1677867,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,none,conflict
1677949,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,responsibility,responsibility,conflict
1677971,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,economic,economic,economic
1678050,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
1678054,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,responsibility,conflict,conflict
1678068,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,none,morality,responsibility
167815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
1678197,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,economic,economic,economic
1678221,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1678227,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
1678238,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1678248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
1678260,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1678312,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
167833,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
1678367,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
1678368,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,morality,conflict,conflict
1678522,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
1678559,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
1678570,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,conflict,conflict,conflict
1678590,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,conflict,conflict,conflict
1678687,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
